,Name,Path,Infected
0,System Idle Process,None,0
1,System,None,0
2,Registry,None,0
3,smss.exe,None,0
4,csrss.exe,None,0
5,csrss.exe,None,0
6,wininit.exe,None,0
7,winlogon.exe,C:\Windows\system32\winlogon.exe,0
8,services.exe,None,0
9,lsass.exe,C:\Windows\system32\lsass.exe,0
10,fontdrvhost.exe,C:\Windows\system32\fontdrvhost.exe,0
11,fontdrvhost.exe,C:\Windows\system32\fontdrvhost.exe,0
12,svchost.exe,C:\Windows\system32\svchost.exe,0
13,svchost.exe,C:\Windows\system32\svchost.exe,0
14,svchost.exe,C:\Windows\system32\svchost.exe,0
15,dwm.exe,C:\Windows\system32\dwm.exe,0
16,svchost.exe,C:\Windows\system32\svchost.exe,0
17,svchost.exe,C:\Windows\system32\svchost.exe,0
18,svchost.exe,C:\Windows\System32\svchost.exe,0
19,svchost.exe,C:\Windows\system32\svchost.exe,0
20,svchost.exe,C:\Windows\system32\svchost.exe,0
21,svchost.exe,C:\Windows\System32\svchost.exe,0
22,svchost.exe,C:\Windows\system32\svchost.exe,0
