,tpr,fpr
0,0.0,0.0004382120946538
1,0.0,0.0008764241893076
2,0.0,0.0013146362839614
3,0.0,0.0017528483786152
4,0.0,0.002191060473269
5,0.0,0.0026292725679228
6,0.0,0.0030674846625766
7,0.0,0.0035056967572304
8,0.0,0.0039439088518843
9,0.0,0.0043821209465381
10,0.0,0.0048203330411919
11,0.0,0.0052585451358457
12,0.0,0.0056967572304995
13,0.0,0.0061349693251533
14,0.0,0.0065731814198071
15,0.0,0.0070113935144609
16,0.0,0.0074496056091148
17,0.0,0.0078878177037686
18,0.0,0.0083260297984224
19,0.0,0.0087642418930762
20,0.0,0.00920245398773
21,0.0,0.0096406660823838
22,0.0,0.0100788781770376
23,0.0,0.0105170902716914
24,0.0,0.0109553023663453
25,0.0,0.0113935144609991
26,0.0,0.0118317265556529
27,0.0,0.0122699386503067
28,0.0,0.0127081507449605
29,0.0,0.0131463628396143
30,0.0,0.0135845749342681
31,0.0,0.0140227870289219
32,0.0,0.0144609991235758
33,0.0,0.0148992112182296
34,0.0,0.0153374233128834
35,0.0,0.0157756354075372
36,0.0,0.016213847502191
37,0.0,0.0166520595968448
38,0.0,0.0170902716914986
39,0.0,0.0175284837861524
40,0.0,0.0179666958808063
41,0.0,0.0184049079754601
42,0.0,0.0188431200701139
43,0.0,0.0192813321647677
44,0.0,0.0197195442594215
45,0.0,0.0201577563540753
46,0.0,0.0205959684487291
47,0.0,0.0210341805433829
48,0.0,0.0214723926380368
49,0.06555555555555549,0.0214723926380368
50,0.06555555555555549,0.0219106047326906
51,0.06555555555555549,0.0223488168273444
52,0.06555555555555549,0.0227870289219982
53,0.06555555555555549,0.023225241016652
54,0.06555555555555549,0.0236634531113058
55,0.06555555555555549,0.0241016652059596
56,0.06555555555555549,0.0245398773006134
57,0.06555555555555549,0.0249780893952673
58,0.06555555555555549,0.0254163014899211
59,0.06555555555555549,0.0258545135845749
60,0.06555555555555549,0.0262927256792287
61,0.06555555555555549,0.0267309377738825
62,0.06555555555555549,0.0271691498685363
63,0.06555555555555549,0.0276073619631901
64,0.06555555555555549,0.0280455740578439
65,0.06555555555555549,0.0284837861524978
66,0.06555555555555549,0.0289219982471516
67,0.06555555555555549,0.0293602103418054
68,0.06555555555555549,0.0297984224364592
69,0.06555555555555549,0.030236634531113
70,0.06555555555555549,0.0306748466257668
71,0.06555555555555549,0.0311130587204206
72,0.06555555555555549,0.0315512708150744
73,0.06555555555555549,0.0319894829097283
74,0.06555555555555549,0.0324276950043821
75,0.06555555555555549,0.0328659070990359
76,0.06555555555555549,0.0333041191936897
77,0.06555555555555549,0.0337423312883435
78,0.06555555555555549,0.0341805433829973
79,0.06555555555555549,0.0346187554776511
80,0.06555555555555549,0.0350569675723049
81,0.06555555555555549,0.0354951796669588
82,0.06555555555555549,0.0359333917616126
83,0.06555555555555549,0.0363716038562664
84,0.06555555555555549,0.0368098159509202
85,0.06555555555555549,0.037248028045574
86,0.06555555555555549,0.0376862401402278
87,0.06555555555555549,0.0381244522348816
88,0.06555555555555549,0.0385626643295354
89,0.06555555555555549,0.0390008764241893
90,0.06555555555555549,0.0394390885188431
91,0.06555555555555549,0.0398773006134969
92,0.06555555555555549,0.0403155127081507
93,0.06555555555555549,0.0407537248028045
94,0.06555555555555549,0.0411919368974583
95,0.06555555555555549,0.0416301489921121
96,0.06555555555555549,0.0420683610867659
97,0.06555555555555549,0.0425065731814198
98,0.06555555555555549,0.0429447852760736
99,0.06555555555555549,0.0433829973707274
100,0.06555555555555549,0.0438212094653812
101,0.06555555555555549,0.044259421560035
102,0.06555555555555549,0.0446976336546888
103,0.06555555555555549,0.0451358457493426
104,0.06555555555555549,0.0455740578439964
105,0.06555555555555549,0.0460122699386503
106,0.06555555555555549,0.0464504820333041
107,0.2111111111111111,0.0464504820333041
108,0.2111111111111111,0.0468886941279579
109,0.2111111111111111,0.0473269062226117
110,0.2111111111111111,0.0477651183172655
111,0.2111111111111111,0.0482033304119193
112,0.2111111111111111,0.0486415425065731
113,0.2111111111111111,0.0490797546012269
114,0.2111111111111111,0.0495179666958808
115,0.2111111111111111,0.0499561787905346
116,0.2111111111111111,0.0503943908851884
117,0.2111111111111111,0.0508326029798422
118,0.2111111111111111,0.051270815074496
119,0.2111111111111111,0.0517090271691498
120,0.2111111111111111,0.0521472392638036
121,0.2111111111111111,0.0525854513584574
122,0.2111111111111111,0.0530236634531113
123,0.2111111111111111,0.0534618755477651
124,0.2111111111111111,0.0539000876424189
125,0.2111111111111111,0.0543382997370727
126,0.2111111111111111,0.0547765118317265
127,0.2111111111111111,0.0552147239263803
128,0.2111111111111111,0.0556529360210341
129,0.2111111111111111,0.0560911481156879
130,0.2111111111111111,0.0565293602103418
131,0.2111111111111111,0.0569675723049956
132,0.2111111111111111,0.0574057843996494
133,0.2111111111111111,0.0578439964943032
134,0.2111111111111111,0.058282208588957
135,0.2111111111111111,0.0587204206836108
136,0.2111111111111111,0.0591586327782646
137,0.2111111111111111,0.0595968448729184
138,0.2111111111111111,0.0600350569675723
139,0.2111111111111111,0.0604732690622261
140,0.2111111111111111,0.0609114811568799
141,0.2111111111111111,0.0613496932515337
142,0.2111111111111111,0.0617879053461875
143,0.2111111111111111,0.0622261174408413
144,0.2111111111111111,0.0626643295354951
145,0.2111111111111111,0.0631025416301489
146,0.2111111111111111,0.0635407537248028
147,0.2111111111111111,0.0639789658194566
148,0.2111111111111111,0.0644171779141104
149,0.2111111111111111,0.0648553900087642
150,0.2111111111111111,0.065293602103418
151,0.2111111111111111,0.0657318141980718
