,Name,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
25,svchost.exe,1512,222,1250000,317,16098,828,2596,2.2034E+12,7824,8,2277376,1512,10,78,18,79,0,1406250,2.20339E+12,2291,2224,0,0,7,7528448,0,0,1,1,0
26,svchost.exe,1648,450,625000,53,738,828,3200,2.2034E+12,9184,8,2998272,1648,10,102,11,102,0,4687500,2.2034E+12,2531,2928,34,714,6,8867840,0,0,1,1,0
27,svchost.exe,1660,240,22343750,14840,220728,828,8316,2.20774E+12,19616,8,3571712,1660,14,106,14,126,0,6875000,2.20773E+12,69475,3488,6,402532,6,14925824,480,4363055,1,1,0
28,svchost.exe,1680,173,0,31,110,828,1364,2.20339E+12,5936,8,1306624,1680,8,64,8,66,0,156250,2.20339E+12,1794,1276,0,0,3,5881856,0,0,1,1,0
29,svchost.exe,1692,395,1562500,3111,235872,828,5036,2.20343E+12,12588,8,4255744,1692,16,104,20,105,0,937500,2.20342E+12,3851,4156,2,232,5,11993088,2,320,1,1,0
30,Memory Compression,1768,0,35625000,0,0,4,556,257294336,223984,8,495616,1768,0,5,0,5,0,0,185335808,70616,484,0,0,34,184487936,0,0,1,0,0
31,svchost.exe,1792,174,0,135,2826,828,2028,2.2034E+12,8524,8,1970176,1792,13,77,14,78,0,156250,2.2034E+12,2401,1924,108,2172,4,8445952,0,0,1,1,0
32,svchost.exe,1828,173,468750,974,28970,828,1896,2.2034E+12,8008,8,1789952,1828,10,74,15,75,0,156250,2.20339E+12,2444,1748,0,0,3,7766016,0,0,1,1,0
33,svchost.exe,1848,423,7031250,14788,1101628,828,3664,2.20341E+12,9920,8,3072000,1848,13,90,16,90,0,5937500,2.2034E+12,2908,3000,0,0,10,9441280,0,0,1,1,0
34,svchost.exe,1856,143,937500,4093,146890,828,2480,2.2036E+12,11516,8,1974272,1856,10,122,14,462,0,1875000,2.20342E+12,10566,1928,0,0,5,6901760,0,0,1,1,0
