,Name,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
81,ctfmon.exe,1044,422,4218750,1322,28320,1500,5744,2.20346E+12,22260,13,5849088,1044,17,192,17,192,1,3281250,2.20346E+12,6705,5712,0,0,10,22761472,0,0,0,1,0
82,svchost.exe,4416,305,937500,636,12146,828,4232,2.20344E+12,16024,8,4067328,4416,19,151,20,151,0,468750,2.20343E+12,4387,3972,11,4203,7,16318464,4,3665,1,1,0
83,explorer.exe,4880,2153,95937500,35246,813045,5052,64740,2.20399E+12,144476,8,52068352,4880,83,1022,101,1169,1,89687500,2.20391E+12,125998,50848,2526,4660506,55,133693440,86,102632,1,0,0
84,svchost.exe,5432,149,312500,93,2066,828,1792,2.2034E+12,7012,8,1773568,5432,10,79,10,80,0,156250,2.2034E+12,2030,1732,0,0,4,7176192,0,0,1,1,0
85,svchost.exe,5452,330,1250000,2070,77084,828,5612,2.2035E+12,17328,8,5070848,5452,16,151,19,262,0,781250,2.20344E+12,11679,4952,3,65860,9,15126528,5,47144,1,1,0
86,svchost.exe,5592,310,781250,215,5378,828,4288,2.20349E+12,21492,8,3952640,5592,16,231,17,237,1,468750,2.20348E+12,6013,3860,0,0,7,21876736,0,0,1,1,0
87,StartMenuExperienceHost.exe,5824,612,13281250,4943,109828,956,30472,2.2037E+12,82892,8,22601728,5824,30,611,35,1119,1,19218750,2.20366E+12,35027,22072,243,903695,8,74629120,3496,786278,1,0,0
88,RuntimeBroker.exe,5888,364,12812500,9728,134632,956,10184,2.20352E+12,36848,8,7028736,5888,19,238,24,316,1,16250000,2.20348E+12,32660,6864,34,629280,3,31293440,1,160,1,1,0
89,SearchApp.exe,5980,1329,22500000,13155,524192,956,134948,2.2388E+12,204968,8,125706240,5980,100,1139,143,1164,1,94687500,2.23879E+12,234131,122760,9251,39981307,43,205410304,1056,23701862,1,0,0
90,RuntimeBroker.exe,6108,578,35156250,24039,396182,956,39264,2.20365E+12,63428,8,24739840,6108,28,394,33,434,1,26406250,2.20363E+12,94414,24160,1232,1988194,12,51597312,14,30296,1,1,0
91,svchost.exe,1700,234,1250000,3463,62586,828,2216,2.20341E+12,10308,8,2146304,1700,12,105,13,113,0,468750,2.20341E+12,2924,2096,3,11209,2,10526720,20,98304,1,1,0
92,SearchIndexer.exe,5320,712,29062500,43999,22086620,828,24444,2.20354E+12,42852,8,24924160,5320,49,250,52,251,0,57187500,2.20354E+12,23440,24340,962,2829590,15,43802624,2147,9235878,0,1,0
93,RuntimeBroker.exe,6628,271,5000000,4124,29814,956,4152,2.20349E+12,20708,8,3297280,6628,15,194,19,264,1,2812500,2.20345E+12,7911,3220,1198,226621,3,16216064,0,0,1,1,0
94,smartscreen.exe,6668,608,2812500,1988,329266,956,21540,2.23841E+12,53264,8,15020032,6668,33,257,119,354,1,3906250,2.23814E+12,25939,14668,35,562101,10,33886208,179,1107130,0,1,0
95,SecurityHealthSystray.exe,6708,163,937500,77,2382,4880,1912,2.20343E+12,9412,8,1789952,6708,10,144,11,153,1,468750,2.20343E+12,2607,1748,1,4957,2,9555968,0,0,0,1,0
96,SecurityHealthService.exe,6736,597,4687500,1194,34674,828,5828,2.20344E+12,18944,8,5316608,6736,20,180,22,194,0,7187500,2.20343E+12,5531,5192,6,501157,11,19009536,1,4096,1,1,0
97,vmtoolsd.exe,6820,2199,141406250,250384,4645012,4880,30944,2.20358E+12,53364,8,31019008,6820,34,347,35,374,1,547812500,2.20357E+12,134889,30292,21167,71859651,9,54145024,274,44640682,1,1,0
