Last Modified,Last Update,Path,File Size,Exec Flag
04/09/21 13:55:01,N/A,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,N/A,N/A
11/12/21 03:03:10,N/A,C:\WINDOWS\system32\control.exe,N/A,N/A
04/09/21 13:54:22,N/A,C:\WINDOWS\regedit.exe,N/A,N/A
12/07/19 09:09:09,N/A,C:\WINDOWS\system32\verclsid.exe,N/A,N/A
10/13/21 12:38:57,N/A,C:\Program Files\Internet Explorer\iexplore.exe,N/A,N/A
11/12/21 03:03:49,N/A,C:\WINDOWS\system32\notepad.exe,N/A,N/A
12/07/19 09:09:45,N/A,C:\WINDOWS\system32\perfmon.exe,N/A,N/A
12/07/19 09:09:44,N/A,C:\WINDOWS\System32\LocationNotificationWindows.exe,N/A,N/A
12/07/19 14:59:30,N/A,C:\WINDOWS\system32\ClipRenew.exe,N/A,N/A
12/07/19 09:08:58,N/A,C:\WINDOWS\Speech\Common\sapisvr.exe,N/A,N/A
12/07/19 09:08:46,N/A,C:\Windows\System32\fsquirt.exe,N/A,N/A
10/13/21 12:38:15,N/A,C:\WINDOWS\system32\taskmgr.exe,N/A,N/A
01/17/22 05:46:25,N/A,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22112.1401.2.0_x64__8wekyb3d8bbwe\Application,N/A,N/A
01/17/22 05:46:24,N/A,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20544.0_x64__8wekyb3d8bbwe\Application,N/A,N/A
01/17/22 05:46:24,N/A,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2021.21090.10008.0_x64__8wekyb3d8bbwe\Application,N/A,N/A
01/17/22 05:46:21,N/A,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Application,N/A,N/A
01/17/22 05:46:21,N/A,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Application,N/A,N/A
01/17/22 05:46:20,N/A,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Application,N/A,N/A
01/17/22 05:46:19,N/A,C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Application,N/A,N/A
04/09/21 13:53:02,N/A,C:\Windows\System32\CompPkgSrv.exe,N/A,N/A
11/12/21 03:03:32,N/A,C:\WINDOWS\system32\SettingSyncHost.exe,N/A,N/A
11/12/21 03:03:37,N/A,C:\Windows\System32\ie4uinit.exe,N/A,N/A
12/06/19 21:28:00,N/A,C:\Windows\System32\unregmp2.exe,N/A,N/A
12/07/19 09:09:00,N/A,C:\WINDOWS\system32\ctfmon.exe,N/A,N/A
12/14/21 23:19:51,N/A,C:\WINDOWS\System32\wsqmcons.exe,N/A,N/A
10/13/21 12:38:17,N/A,C:\WINDOWS\system32\SecurityHealthService.exe,N/A,N/A
04/09/21 13:53:49,N/A,C:\Windows\System32\oobe\UserOOBEBroker.exe,N/A,N/A
04/09/21 13:53:47,N/A,C:\WINDOWS\system32\consent.exe,N/A,N/A
04/09/21 13:53:36,N/A,C:\WINDOWS\system32\EaseOfAccessDialog.exe,N/A,N/A
01/14/22 02:58:18,N/A,C:\Program Files (x86)\Microsoft\Edge\Application\97.0.1072.62\Installer\setup.exe,N/A,N/A
11/12/21 03:03:09,N/A,\\?\C:\WINDOWS\system32\wbem\WMIADAP.EXE,N/A,N/A
01/14/22 02:58:18,N/A,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{A38E6EB3-1638-4FBE-97D0-EA0E104F1AF6}\EDGEMITMP_77806.tmp\setup.exe,N/A,N/A
01/14/22 02:58:16,N/A,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{A38E6EB3-1638-4FBE-97D0-EA0E104F1AF6}\MicrosoftEdge_X64_97.0.1072.62.exe,N/A,N/A
04/09/21 13:53:43,N/A,C:\Windows\System32\CredentialUIBroker.exe,N/A,N/A
10/13/19 15:58:20,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\nvlg.inf_amd64_b772d9742c493bfe\nvdispco64.exe,N/A,N/A
10/13/21 12:38:03,N/A,C:\Windows\System32\smartscreen.exe,N/A,N/A
09/15/21 01:02:20,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_76523213b78d9046\lib\IntelPTTEkRecertification.exe,N/A,N/A
12/07/19 09:08:52,N/A,C:\WINDOWS\system32\DsmUserTask.Exe,N/A,N/A
04/09/21 13:53:54,N/A,C:\WINDOWS\TEMP\9FF8EDEB-F711-4481-A849-6F03E2B0DFDD\dismhost.exe,N/A,N/A
04/09/21 13:53:47,N/A,C:\WINDOWS\System32\SLUI.exe,N/A,N/A
12/14/21 23:19:50,N/A,C:\WINDOWS\system32\SppExtComObj.exe,N/A,N/A
12/14/21 23:19:46,N/A,C:\Windows\System32\mousocoreworker.exe,N/A,N/A
10/13/21 12:38:13,N/A,C:\WINDOWS\system32\usoclient.exe,N/A,N/A
01/14/22 02:57:12,N/A,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{F082A337-48B9-4177-9A8E-C87DB4F31610}\MicrosoftEdge_X64_0.0.0.0.exe,N/A,N/A
01/14/22 02:57:12,N/A,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.153.51\MicrosoftEdgeUpdateComRegisterShell64.exe,N/A,N/A
01/14/22 02:57:12,N/A,C:\Program Files (x86)\Microsoft\Temp\EUC9BE.tmp\MicrosoftEdgeUpdate.exe,N/A,N/A
01/14/22 02:57:11,N/A,C:\WINDOWS\SoftwareDistribution\Download\Install\MicrosoftEdgeStandaloneStubInstallerX64.exe,N/A,N/A
10/13/21 12:38:13,N/A,C:\WINDOWS\system32\wuauclt.exe,N/A,N/A
04/09/21 13:53:24,N/A,C:\WINDOWS\system32\directxdatabaseupdater.exe,N/A,N/A
10/13/21 12:38:16,N/A,C:\WINDOWS\system32\compattelrunner.exe,N/A,N/A
01/17/22 05:46:20,N/A,C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Application,N/A,N/A
12/07/19 09:10:04,N/A,C:\WINDOWS\SysWOW64\regsvr32.exe,N/A,N/A
04/09/21 13:54:13,N/A,C:\WINDOWS\system32\SgrmBroker.exe,N/A,N/A
01/14/22 02:54:34,N/A,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy\Application,N/A,N/A
04/09/21 13:53:46,N/A,C:\WINDOWS\system32\lpremove.exe,N/A,N/A
09/11/20 02:34:56,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b8e01d9e8716d2a7\GfxDownloadWrapper.exe,N/A,N/A
11/12/21 03:03:09,N/A,C:\WINDOWS\system32\EM.exe,N/A,N/A
04/09/21 13:53:09,N/A,C:\WINDOWS\system32\wlrmdr.exe,N/A,N/A
12/14/21 23:19:54,N/A,C:\WINDOWS\SysWOW64\wermgr.exe,N/A,N/A
12/14/21 23:19:26,N/A,C:\WINDOWS\system32\AUDIODG.EXE,N/A,N/A
04/09/21 13:53:13,N/A,C:\Windows\System32\RuntimeBroker.exe,N/A,N/A
01/17/22 05:46:19,N/A,C:\Windows\SystemApps\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Application,N/A,N/A
01/17/22 05:46:21,N/A,C:\Windows\SystemApps\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Application,N/A,N/A
01/13/22 07:48:34,N/A,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,N/A,N/A
12/07/19 09:08:41,N/A,C:\WINDOWS\system32\RelPost.exe,N/A,N/A
04/09/21 13:53:34,N/A,C:\Windows\System32\CloudExperienceHostBroker.exe,N/A,N/A
12/14/21 23:19:27,N/A,C:\WINDOWS\Explorer.EXE,N/A,N/A
12/07/19 09:08:49,N/A,C:\WINDOWS\system32\userinit.exe,N/A,N/A
10/13/21 12:37:59,N/A,C:\WINDOWS\system32\MDMAgent.exe,N/A,N/A
04/09/21 13:53:27,N/A,C:\WINDOWS\system32\sihost.exe,N/A,N/A
10/13/19 15:57:42,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\nvlg.inf_amd64_b772d9742c493bfe\dbInstaller.exe,N/A,N/A
04/09/21 13:53:54,N/A,C:\WINDOWS\TEMP\C5F41811-DD9B-4244-9EFC-9678DFC9FF68\dismhost.exe,N/A,N/A
12/07/19 09:08:19,N/A,C:\WINDOWS\system32\LogonUI.exe,N/A,N/A
12/14/21 23:19:48,N/A,C:\WINDOWS\system32\wermgr.exe,N/A,N/A
04/09/21 13:53:24,N/A,C:\WINDOWS\system32\dxgiadaptercache.exe,N/A,N/A
10/13/21 12:38:18,N/A,C:\WINDOWS\system32\devicecensus.exe,N/A,N/A
11/12/21 03:03:27,N/A,C:\WINDOWS\system32\vssvc.exe,N/A,N/A
10/14/21 03:44:05,N/A,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.1371_none_7e1bd7147c8285b0\TiWorker.exe,N/A,N/A
12/14/21 23:19:45,N/A,C:\WINDOWS\system32\SearchFilterHost.exe,N/A,N/A
12/14/21 23:19:45,N/A,C:\WINDOWS\system32\SearchProtocolHost.exe,N/A,N/A
04/09/21 13:53:40,N/A,C:\WINDOWS\system32\DllHost.exe,N/A,N/A
12/14/21 23:19:45,N/A,C:\WINDOWS\system32\SearchIndexer.exe,N/A,N/A
04/09/21 13:53:58,N/A,C:\WINDOWS\sysWOW64\wbem\wmiprvse.exe,N/A,N/A
12/14/21 23:19:58,N/A,C:\Windows\System32\ResetEngine.exe,N/A,N/A
04/09/21 13:53:53,N/A,C:\WINDOWS\system32\rundll32.exe,N/A,N/A
04/09/21 13:53:36,N/A,C:\WINDOWS\system32\utilman.exe,N/A,N/A
12/07/19 09:09:05,N/A,C:\WINDOWS\system32\oobe\FirstLogonAnim.exe,N/A,N/A
12/07/19 09:08:58,N/A,C:\WINDOWS\system32\mcbuilder.exe,N/A,N/A
06/15/21 21:23:52,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe,N/A,N/A
09/15/21 01:02:28,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_76523213b78d9046\lib\SocketHeciServer.exe,N/A,N/A
09/15/21 01:02:28,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_76523213b78d9046\lib\TPMProvisioningService.exe,N/A,N/A
09/11/20 02:35:24,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_a086f01cc7be643a\IntelCpHeciSvc.exe,N/A,N/A
09/11/20 02:35:24,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_a086f01cc7be643a\IntelCpHDCPSvc.exe,N/A,N/A
10/13/19 16:00:30,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\nvlg.inf_amd64_b772d9742c493bfe\Display.NvContainer\NVDisplay.Container.exe,N/A,N/A
10/13/21 12:38:23,N/A,C:\WINDOWS\system32\oobe\msoobe.exe,N/A,N/A
04/09/21 13:53:55,N/A,C:\WINDOWS\system32\oobe\oobeldr.exe,N/A,N/A
04/09/21 13:48:09,N/A,C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\Ngen.exe,N/A,N/A
04/09/21 13:48:09,N/A,C:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\Ngen.exe,N/A,N/A
04/09/21 13:53:04,N/A,C:\WINDOWS\system32\provtool.exe,N/A,N/A
12/07/19 09:09:34,N/A,C:\WINDOWS\System32\sc.exe,N/A,N/A
04/09/21 13:53:48,N/A,C:\WINDOWS\System32\schtasks.exe,N/A,N/A
01/19/21 13:44:24,N/A,C:\WINDOWS\System32\RtkAudUService64.exe,N/A,N/A
09/01/21 17:06:42,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\lms.inf_amd64_fddb643595e0b8d0\LMS.exe,N/A,N/A
12/05/19 12:48:26,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\lguwpservice.inf_amd64_dc9963502ef1009f\LGUWPService.exe,N/A,N/A
01/12/20 13:08:46,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\platmgrsvc.inf_amd64_ee46da92c4ba8134\PlatformMgrService.exe,N/A,N/A
09/11/20 02:35:20,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b8e01d9e8716d2a7\igfxext.exe,N/A,N/A
09/11/20 02:35:22,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b8e01d9e8716d2a7\igfxSDK.exe,N/A,N/A
09/11/20 02:35:18,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b8e01d9e8716d2a7\igfxEM.exe,N/A,N/A
09/11/20 02:35:36,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_54b736e5be5b50b2\OneApp.IGCC.WinService.exe,N/A,N/A
12/07/19 09:09:46,N/A,C:\WINDOWS\system32\regsvr32.exe,N/A,N/A
04/09/21 13:53:30,N/A,C:\WINDOWS\system32\cmd.exe,N/A,N/A
09/11/20 02:35:10,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b8e01d9e8716d2a7\igfxCUIService.exe,N/A,N/A
12/07/19 09:08:13,N/A,C:\WINDOWS\system32\WLANExt.exe,N/A,N/A
08/05/21 22:41:15,N/A,C:\Program Files (x86)\Microsoft\Edge\Application\92.0.902.67\Installer\setup.exe,N/A,N/A
12/07/19 09:09:51,N/A,C:\WINDOWS\system32\taskkill.exe,N/A,N/A
10/13/21 12:38:35,N/A,C:\WINDOWS\system32\Clipup.exe,N/A,N/A
04/09/21 13:53:33,N/A,C:\WINDOWS\system32\wbem\wmiprvse.exe,N/A,N/A
04/09/21 13:53:48,N/A,C:\WINDOWS\system32\taskhostw.exe,N/A,N/A
08/05/21 22:41:06,N/A,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.147.37\MicrosoftEdgeUpdateComRegisterShell64.exe,N/A,N/A
10/13/21 12:38:23,N/A,C:\WINDOWS\system32\DrvInst.exe,N/A,N/A
11/12/21 03:03:09,N/A,C:\WINDOWS\system32\wbem\mofcomp.exe,N/A,N/A
06/19/19 09:11:32,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_4a3ae74cfa6c37d6\esif_uf.exe,N/A,N/A
12/07/19 09:08:16,N/A,C:\Program Files\Windows Defender\MsMpEng.exe,N/A,N/A
08/05/21 22:41:06,N/A,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,N/A,N/A
07/12/19 01:37:44,N/A,C:\WINDOWS\System32\DriverStore\FileRepository\iaahcic.inf_amd64_724e05bd98458fe4\RstMwService.exe,N/A,N/A
12/14/21 23:19:27,N/A,C:\WINDOWS\System32\spoolsv.exe,N/A,N/A
11/12/21 03:03:33,N/A,C:\WINDOWS\servicing\TrustedInstaller.exe,N/A,N/A
12/07/19 09:08:33,N/A,C:\WINDOWS\System32\Upfc.exe,N/A,N/A
12/07/19 09:08:55,N/A,C:\WINDOWS\system32\secinit.exe,N/A,N/A
12/14/21 23:19:51,N/A,C:\WINDOWS\system32\oobe\setup.exe,N/A,N/A
10/13/21 12:43:21,N/A,C:\$Windows.~BT\Sources\SetupPlatform.exe,N/A,N/A
04/09/21 13:53:55,N/A,C:\WINDOWS\system32\oobe\windeploy.exe,N/A,N/A
04/09/21 13:53:39,N/A,C:\WINDOWS\system32\dwm.exe,N/A,N/A
01/12/22 02:26:24,N/A,C:\WINDOWS\system32\sppsvc.exe,N/A,N/A
01/12/22 02:26:24,N/A,C:\Windows\System32\WUDFHost.exe,N/A,N/A
12/14/21 23:19:50,N/A,C:\WINDOWS\system32\fontdrvhost.exe,N/A,N/A
04/09/21 13:53:40,N/A,C:\WINDOWS\system32\svchost.exe,N/A,N/A
10/13/21 12:38:19,N/A,C:\WINDOWS\system32\lsass.exe,N/A,N/A
04/09/21 13:53:43,N/A,C:\WINDOWS\system32\services.exe,N/A,N/A
